city,state,lat,lon,population
Aleneva CDP,AK,58.059052,-152.909015,0
Allakaket city,AK,66.541878,-152.583009,0
Ambler city,AK,67.080903,-157.90558,0
Anaktuvuk Pass city,AK,68.149752,-151.697066,0
Anchorage municipality,AK,61.17425,-149.284329,0
Anchor Point CDP,AK,59.747364,-151.695697,0
Anderson city,AK,64.308281,-149.163187,0
Angoon city,AK,57.441257,-134.478357,0
Aniak city,AK,61.57882,-159.547402,0
Anvik city,AK,62.630919,-160.215974,0
Arctic Village CDP,AK,68.165277,-145.401351,0
Atka city,AK,52.211547,-174.213454,0
Atmautluak CDP,AK,60.862755,-162.280302,0
Atqasuk city,AK,70.480786,-157.325459,0
Attu Station CDP,AK,52.880248,+173.256076,0
Badger CDP,AK,64.800081,-147.385129,0
Bear Creek CDP,AK,60.20806,-149.369779,0
Beaver CDP,AK,66.384745,-147.287756,0
Beluga CDP,AK,61.190862,-151.184237,0
Bethel city,AK,60.793903,-161.795863,0
Bettles city,AK,66.90686,-151.53801,0
Big Delta CDP,AK,64.157047,-145.740874,0
Big Lake CDP,AK,61.515547,-149.975482,0
Birch Creek CDP,AK,66.268333,-145.876445,0
Brevig Mission city,AK,65.34313,-166.509537,0
Buckland city,AK,65.977236,-161.138619,0
Buffalo Soapstone CDP,AK,61.684439,-149.121172,0
Butte CDP,AK,61.533915,-148.987811,0
Cantwell CDP,AK,63.411396,-148.749621,0
Central CDP,AK,65.508601,-144.61994,0
Chalkyitsik CDP,AK,66.646806,-143.788344,0
Chase CDP,AK,62.418236,-149.936172,0
Chefornak city,AK,60.151941,-164.252067,0
Chena Ridge CDP,AK,64.794305,-148.032883,0
Chenega CDP,AK,60.091953,-147.994698,0
Chevak city,AK,61.52956,-165.594126,0
Chickaloon CDP,AK,61.815283,-148.291957,0
Chicken CDP,AK,64.087691,-141.828278,0
Chignik city,AK,56.29518,-158.391784,0
Chignik Lagoon CDP,AK,56.304267,-158.500259,0
Chignik Lake CDP,AK,56.273221,-158.793376,0
Chiniak CDP,AK,57.575497,-152.279033,0
Chisana CDP,AK,62.110041,-142.050549,0
Chistochina CDP,AK,62.596444,-144.941045,0
Chitina CDP,AK,61.553028,-144.175116,0
Chuathbaluk city,AK,61.573919,-159.246921,0
Circle CDP,AK,65.790425,-144.196008,0
Clam Gulch CDP,AK,60.208887,-151.404203,0
Clark's Point city,AK,58.832992,-158.527347,0
Coffman Cove city,AK,56.001661,-132.841966,0
Cohoe CDP,AK,60.266971,-151.298172,0
Cold Bay city,AK,55.215515,-162.775546,0
Coldfoot CDP,AK,67.260741,-150.069894,0
College CDP,AK,64.86729,-147.819453,0
Cooper Landing CDP,AK,60.494579,-149.843945,0
Copper Center CDP,AK,62.001096,-145.363956,0
Cordova city,AK,60.530046,-145.641872,0
Covenant Life CDP,AK,59.397505,-136.123002,0
Craig city,AK,55.488746,-133.111568,0
Crooked Creek CDP,AK,61.796692,-158.080942,0
Crown Point CDP,AK,60.426679,-149.35298,0
Deering city,AK,66.069488,-162.764572,0
Delta Junction city,AK,64.057347,-145.699997,0
Deltana CDP,AK,63.78934,-145.351625,0
Denali Park CDP,AK,63.573017,-148.673705,0
Diamond Ridge CDP,AK,59.702361,-151.554623,0
Dillingham city,AK,59.060467,-158.532251,0
Diomede city,AK,65.753924,-168.922577,0
Dot Lake CDP,AK,63.587223,-144.292361,0
Dot Lake Village CDP,AK,63.662593,-144.016171,0
Dry Creek CDP,AK,63.626638,-144.639194,0
Eagle city,AK,64.781256,-141.197829,0
Eagle Village CDP,AK,64.743389,-141.113834,0
Eareckson Station CDP,AK,52.72106,+174.107149,0
Edna Bay city,AK,55.967618,-133.692253,0
Eek city,AK,60.216279,-162.042513,0
Egegik city,AK,58.205148,-157.521978,0
Eielson AFB CDP,AK,64.673393,-147.059673,0
Ekwok city,AK,59.3458,-157.487021,0
Elfin Cove CDP,AK,58.087681,-136.288309,0
Elim city,AK,64.618373,-162.276244,0
Emmonak city,AK,62.77559,-164.50929,0
Ester CDP,AK,64.879056,-148.041153,0
Eureka Roadhouse CDP,AK,61.958507,-147.155104,0
Evansville CDP,AK,66.932933,-151.37006,0
Excursion Inlet CDP,AK,58.415144,-135.345462,0
Fairbanks city,AK,64.836531,-147.651745,0
False Pass city,AK,54.872441,-163.334268,0
Farmers Loop CDP,AK,64.908228,-147.698608,0
Farm Loop CDP,AK,61.635115,-149.155223,0
Ferry CDP,AK,64.04962,-148.920602,0
Fishhook CDP,AK,61.731248,-149.283642,0
Flat CDP,AK,62.441359,-158.04055,0
Fort Greely CDP,AK,63.967834,-145.714882,0
Fort Yukon city,AK,66.582533,-145.247437,0
Four Mile Road CDP,AK,64.605595,-149.115005,0
Fox CDP,AK,64.974859,-147.609007,0
Fox River CDP,AK,59.892246,-151.012379,0
Fritz Creek CDP,AK,59.746867,-151.288605,0
Funny River CDP,AK,60.484313,-150.788736,0
Gakona CDP,AK,62.368038,-145.305188,0
Galena city,AK,64.741422,-156.873394,0
Gambell city,AK,63.775756,-171.723441,0
Game Creek CDP,AK,58.050105,-135.512547,0
Gateway CDP,AK,61.566855,-149.222679,0
Glacier View CDP,AK,61.848035,-147.772591,0
Glennallen CDP,AK,62.153307,-145.840752,0
Goldstream CDP,AK,64.942151,-148.02732,0
Golovin city,AK,64.560222,-163.007163,0
Goodnews Bay city,AK,59.127701,-161.564432,0
Grayling city,AK,62.89605,-160.112977,0
Gulkana CDP,AK,62.215434,-145.444965,0
Gustavus city,AK,58.434657,-135.728152,0
Haines CDP,AK,59.260434,-135.472169,0
Halibut Cove CDP,AK,59.569581,-151.223764,0
Happy Valley CDP,AK,59.898514,-151.528868,0
Harding-Birch Lakes CDP,AK,64.381305,-146.530599,0
Healy CDP,AK,63.959632,-148.970842,0
Healy Lake CDP,AK,64.009705,-144.681574,0
Hobart Bay CDP,AK,57.417759,-133.306569,0
Hollis CDP,AK,55.515474,-132.701922,0
Holy Cross city,AK,62.185111,-159.858814,0
Homer city,AK,59.647503,-151.513095,0
Hoonah city,AK,58.12201,-135.431474,0
Hooper Bay city,AK,61.509167,-166.111471,0
Hope CDP,AK,60.886124,-149.632991,0
Houston city,AK,61.615303,-149.80061,0
Hughes city,AK,66.045217,-154.237627,0
Huslia city,AK,65.696198,-156.338336,0
Hydaburg city,AK,55.205842,-132.820438,0
Hyder CDP,AK,55.98153,-130.038166,0
Igiugig CDP,AK,59.300989,-155.863275,0
Iliamna CDP,AK,59.778342,-154.883752,0
Ivanof Bay CDP,AK,55.918199,-159.493298,0
Juneau city and borough,AK,58.37291,-134.178445,0
Kachemak city,AK,59.674535,-151.436347,0
Kake city,AK,56.97532,-133.903663,0
Kaktovik city,AK,70.121017,-143.630251,0
Kalifornsky CDP,AK,60.453399,-151.220302,0
Kaltag city,AK,64.314143,-158.778761,0
Karluk CDP,AK,57.590981,-154.363413,0
Kasaan city,AK,55.561147,-132.406834,0
Kasigluk CDP,AK,60.863834,-162.536564,0
Kasilof CDP,AK,60.319466,-151.232794,0
Kenai city,AK,60.56224,-151.20806,0
Kenny Lake CDP,AK,61.621616,-144.821315,0
Ketchikan city,AK,55.357145,-131.674552,0
Kiana city,AK,66.972586,-160.434365,0
King Cove city,AK,55.084993,-162.316806,0
King Salmon CDP,AK,58.72572,-156.535989,0
Kipnuk CDP,AK,59.93396,-164.092783,0
Kivalina city,AK,67.735978,-164.511763,0
Klawock city,AK,55.556425,-133.08613,0
Klukwan CDP,AK,59.401834,-135.882427,0
Knik-Fairview CDP,AK,61.507645,-149.622601,0
Knik River CDP,AK,61.461903,-149.007489,0
Kobuk city,AK,66.917007,-156.914456,0
Kodiak city,AK,57.791192,-152.419712,0
Kodiak Station CDP,AK,57.76795,-152.595907,0
Kokhanok CDP,AK,59.412109,-154.746007,0
Koliganek CDP,AK,59.695234,-157.219902,0
Kongiganak CDP,AK,59.991557,-162.844577,0
Kotlik city,AK,63.02919,-163.536654,0
Kotzebue city,AK,66.886842,-162.49173,0
Koyuk city,AK,64.939944,-161.120908,0
Koyukuk city,AK,64.902073,-157.693531,0
Kupreanof city,AK,56.821295,-132.972152,0
Kwethluk city,AK,60.79333,-161.430966,0
Kwigillingok CDP,AK,59.877575,-163.177317,0
Lake Louise CDP,AK,62.30162,-146.540163,0
Lake Minchumina CDP,AK,63.789761,-152.462314,0
Larsen Bay city,AK,57.529893,-154.001155,0
Lazy Mountain CDP,AK,61.658227,-148.925582,0
Levelock CDP,AK,59.068246,-156.901021,0
Lime Village CDP,AK,61.330449,-155.238066,0
Livengood CDP,AK,65.481785,-148.416484,0
Loring CDP,AK,55.606677,-131.639977,0
Lowell Point CDP,AK,60.076063,-149.493807,0
Lower Kalskag city,AK,61.514721,-160.358532,0
Lutak CDP,AK,59.412212,-135.589046,0
McCarthy CDP,AK,61.453957,-142.864693,0
McGrath city,AK,62.940607,-155.566409,0
Manley Hot Springs CDP,AK,65.018747,-150.645255,0
Manokotak city,AK,58.727293,-158.906445,0
Marshall city,AK,61.871555,-162.06087,0
Meadow Lakes CDP,AK,61.637987,-149.609611,0
Mekoryuk city,AK,60.370272,-166.267711,0
Mendeltna CDP,AK,62.146098,-146.758031,0
Mentasta Lake CDP,AK,63.011677,-143.561486,0
Mertarvik CDP,AK,60.810993,-164.49911,0
Metlakatla CDP,AK,55.114608,-131.555585,0
Mill Bay CDP,AK,57.815501,-152.367542,0
Minto CDP,AK,65.088678,-149.592112,0
Moose Creek CDP,AK,64.716349,-147.166627,0
Moose Pass CDP,AK,60.505936,-149.468361,0
Mosquito Lake CDP,AK,59.475103,-136.199106,0
Mountain Village city,AK,62.091906,-163.695257,0
Mud Bay CDP,AK,59.151183,-135.356493,0
Nabesna CDP,AK,62.496548,-143.00743,0
Naknek CDP,AK,58.788156,-156.872821,0
Nanwalek CDP,AK,59.333848,-151.929558,0
Napakiak city,AK,60.690587,-161.986627,0
Napaskiak city,AK,60.703217,-161.750817,0
Naukati Bay CDP,AK,55.874121,-133.195015,0
Nelchina CDP,AK,62.010403,-146.829938,0
Nelson Lagoon CDP,AK,55.836649,-161.635799,0
Nenana city,AK,64.536054,-149.083629,0
Newhalen city,AK,59.737057,-154.902414,0
New Stuyahok city,AK,59.49428,-157.287243,0
Newtok CDP,AK,60.935069,-164.645682,0
Nightmute city,AK,60.462401,-164.83464,0
Nikiski CDP,AK,60.725015,-151.225268,0
Nikolaevsk CDP,AK,59.829553,-151.596382,0
Nikolai city,AK,63.007747,-154.375082,0
Nikolski CDP,AK,53.007863,-168.718502,0
Ninilchik CDP,AK,60.061292,-151.404185,0
Noatak CDP,AK,67.589149,-163.011826,0
Nome city,AK,64.505741,-165.415287,0
Nondalton city,AK,59.975246,-154.866046,0
Noorvik city,AK,66.828034,-161.043899,0
North Lakes CDP,AK,61.618378,-149.310724,0
North Pole city,AK,64.752728,-147.362655,0
Northway CDP,AK,63.000776,-141.541256,0
Nuiqsut city,AK,70.21258,-151.025076,0
Nulato city,AK,64.691283,-158.27535,0
Nunam Iqua city,AK,62.506887,-164.900554,0
Nunapitchuk city,AK,60.879272,-162.462306,0
Old Harbor city,AK,57.218798,-153.329674,0
Oscarville CDP,AK,60.732087,-161.77692,0
Ouzinkie city,AK,57.92466,-152.462388,0
Palmer city,AK,61.597166,-149.114683,0
Paxson CDP,AK,62.975706,-145.757621,0
Pedro Bay CDP,AK,59.789215,-154.125718,0
Pelican city,AK,57.959229,-136.215066,0
Perryville CDP,AK,55.934456,-159.155754,0
Petersburg CDP,AK,56.756918,-132.874938,0
Petersville CDP,AK,62.453484,-150.884124,0
Pilot Point city,AK,57.541137,-157.722807,0
Pilot Station city,AK,61.948167,-162.872648,0
Pitkas Point CDP,AK,62.037403,-163.268128,0
Platinum city,AK,58.952583,-161.747032,0
Pleasant Valley CDP,AK,64.885468,-146.89855,0
Point Baker CDP,AK,56.348132,-133.616794,0
Point Hope city,AK,68.344155,-166.680386,0
Point Lay CDP,AK,69.737127,-162.835044,0
Point MacKenzie CDP,AK,61.3427,-150.048525,0
Point Possession CDP,AK,60.923081,-150.688844,0
Pope-Vannoy Landing CDP,AK,59.570602,-154.447236,0
Portage Creek CDP,AK,58.90542,-157.669817,0
Port Alexander city,AK,56.237593,-134.65275,0
Port Alsworth CDP,AK,60.15673,-154.33961,0
Port Clarence CDP,AK,65.109221,-166.764488,0
Port Graham CDP,AK,59.339803,-151.846498,0
Port Heiden city,AK,56.965241,-158.586416,0
Port Lions city,AK,57.867012,-152.856248,0
Port Protection CDP,AK,56.331881,-133.60642,0
Primrose CDP,AK,60.341624,-149.296448,0
Prudhoe Bay CDP,AK,70.365858,-148.749804,0
Quinhagak city,AK,59.751279,-161.897243,0
Rampart CDP,AK,65.404915,-149.921015,0
Red Devil CDP,AK,61.757421,-157.358548,0
Red Dog Mine CDP,AK,68.046903,-162.872123,0
Ridgeway CDP,AK,60.530833,-151.052101,0
Ruby city,AK,64.72329,-155.50054,0
Russian Mission city,AK,61.785171,-161.367297,0
St. George city,AK,56.571044,-169.65994,0
St. Mary's city,AK,62.062775,-163.244257,0
St. Michael city,AK,63.458525,-162.134371,0
St. Paul city,AK,57.179076,-170.322824,0
Salamatof CDP,AK,60.604229,-151.311311,0
Salcha CDP,AK,64.534103,-146.88362,0
Sand Point city,AK,55.31347,-160.484344,0
Savoonga city,AK,63.679706,-170.483324,0
Saxman city,AK,55.323145,-131.589165,0
Scammon Bay city,AK,61.841929,-165.583279,0
Selawik city,AK,66.602596,-159.998857,0
Seldovia city,AK,59.43948,-151.710387,0
Seldovia Village CDP,AK,59.46127,-151.588755,0
Seward city,AK,60.124786,-149.391581,0
Shageluk city,AK,62.676038,-159.561841,0
Shaktoolik city,AK,64.356255,-161.19622,0
Shishmaref city,AK,66.232848,-166.125642,0
Shungnak city,AK,66.885093,-157.174634,0
Silver Springs CDP,AK,62.019311,-145.358311,0
Sitka city and borough,AK,57.193204,-135.367396,0
Skagway CDP,AK,59.464464,-135.275743,0
Skwentna CDP,AK,61.888689,-151.199994,0
Slana CDP,AK,62.603573,-143.455303,0
Sleetmute CDP,AK,61.654462,-157.10249,0
Soldotna city,AK,60.485318,-151.069014,0
South Lakes CDP,AK,61.587561,-149.315544,0
South Naknek CDP,AK,58.662786,-156.984077,0
South Van Horn CDP,AK,64.809726,-147.787779,0
Stebbins city,AK,63.473358,-162.259966,0
Steele Creek CDP,AK,64.925613,-147.435058,0
Sterling CDP,AK,60.540148,-150.80526,0
Stevens Village CDP,AK,66.02432,-149.077801,0
Stony River CDP,AK,61.792749,-156.590554,0
Sunrise CDP,AK,60.870068,-149.467798,0
Susitna CDP,AK,61.54028,-150.587941,0
Susitna North CDP,AK,62.147592,-149.748537,0
Sutton-Alpine CDP,AK,61.741436,-148.874181,0
Takotna CDP,AK,62.986854,-156.043156,0
Talkeetna CDP,AK,62.309515,-149.923928,0
Tanacross CDP,AK,63.328691,-143.486599,0
Tanaina CDP,AK,61.657162,-149.428191,0
Tanana city,AK,65.184004,-152.055102,0
Tatitlek CDP,AK,60.894394,-146.668388,0
Tazlina CDP,AK,62.050272,-145.443031,0
Teller city,AK,65.252363,-166.352137,0
Tenakee Springs city,AK,57.790054,-135.135446,0
Tetlin CDP,AK,63.181865,-142.504418,0
Thorne Bay city,AK,55.667027,-132.535653,0
Togiak city,AK,59.052942,-160.396855,0
Tok CDP,AK,63.328894,-143.037871,0
Toksook Bay city,AK,60.528046,-165.106204,0
Tolsona CDP,AK,62.067821,-146.12031,0
Tonsina CDP,AK,61.530342,-145.110079,0
Trapper Creek CDP,AK,62.415367,-150.407844,0
Tuluksak CDP,AK,61.104491,-160.938062,0
Tuntutuliak CDP,AK,60.410291,-162.669391,0
Tununak CDP,AK,60.607302,-165.127266,0
Twin Hills CDP,AK,59.081816,-160.280615,0
Two Rivers CDP,AK,64.890845,-147.089884,0
Tyonek CDP,AK,61.099425,-151.338909,0
Ugashik CDP,AK,57.64738,-156.994926,0
Unalakleet city,AK,63.892966,-160.795819,0
Unalaska city,AK,53.910255,-166.529041,0
Upper Kalskag city,AK,61.539159,-160.350935,0
Utqiaġvik city,AK,71.264377,-156.753678,0
Valdez city,AK,61.083621,-146.317179,0
Venetie CDP,AK,67.020691,-146.374276,0
Wainwright city,AK,70.658232,-159.985214,0
Wales city,AK,65.613247,-168.068257,0
Wasilla city,AK,61.581136,-149.46079,0
Whale Pass city,AK,56.082115,-133.067469,0
White Mountain city,AK,64.682353,-163.413694,0
Whitestone CDP,AK,64.152772,-145.906413,0
Whitestone Logging Camp CDP,AK,58.058337,-135.409332,0
Whittier city,AK,60.777318,-148.663713,0
Willow CDP,AK,61.886955,-149.620241,0
Willow Creek CDP,AK,61.830234,-145.198597,0
Wiseman CDP,AK,67.481477,-150.158608,0
Womens Bay CDP,AK,57.687002,-152.684656,0
Wrangell city and borough,AK,56.180779,-132.026788,0
Yakutat CDP,AK,59.563588,-139.606191,0
Aguila CDP,AZ,33.9374,-113.167329,0
Ajo CDP,AZ,32.392279,-112.883874,0
Ak Chin CDP,AZ,32.287326,-112.009078,0
Ak-Chin Village CDP,AZ,33.019602,-112.080875,0
Alamo Lake CDP,AZ,34.255851,-113.500313,0
Ali Chuk CDP,AZ,31.816919,-112.558394,0
Ali Chukson CDP,AZ,31.911528,-111.801625,0
Ali Molina CDP,AZ,31.902547,-111.780387,0
Alpine CDP,AZ,33.845523,-109.143696,0
Amado CDP,AZ,31.697358,-111.060803,0
Anegam CDP,AZ,32.374193,-112.034963,0
Antares CDP,AZ,35.422991,-113.808288,0
Anthem CDP,AZ,33.846766,-112.126999,0
Apache Junction city,AZ,33.382766,-111.540509,0
Arivaca CDP,AZ,31.574938,-111.292611,0
Arivaca Junction CDP,AZ,31.738891,-111.073596,0
Arizona City CDP,AZ,32.750852,-111.670514,0
Arizona Village CDP,AZ,34.854836,-114.589339,0
Arlington CDP,AZ,33.334622,-112.77475,0
Ash Fork CDP,AZ,35.217187,-112.4913,0
Avenue B and C CDP,AZ,32.719042,-114.660049,0
Avondale city,AZ,33.313236,-112.328928,0
Avra Valley CDP,AZ,32.419132,-111.339442,0
Aztec CDP,AZ,32.807567,-113.442477,0
Bagdad CDP,AZ,34.577199,-113.176818,0
Bear Flat CDP,AZ,34.291313,-111.067426,0
Beaver Dam CDP,AZ,36.906981,-113.936181,0
Beaver Valley CDP,AZ,34.342889,-111.299928,0
Bellemont CDP,AZ,35.242489,-111.813789,0
Benson city,AZ,31.914497,-110.328552,0
Beyerville CDP,AZ,31.392047,-110.874917,0
Bisbee city,AZ,31.398036,-109.931834,0
Bitter Springs CDP,AZ,36.611699,-111.647483,0
Black Canyon City CDP,AZ,34.071413,-112.122411,0
Blackwater CDP,AZ,33.039565,-111.579932,0
Blue Ridge CDP,AZ,34.640739,-111.107383,0
Bluewater CDP,AZ,34.170415,-114.262886,0
Bouse CDP,AZ,33.898476,-113.996364,0
Bowie CDP,AZ,32.32488,-109.484456,0
Brenda CDP,AZ,33.672082,-113.937883,0
Bryce CDP,AZ,32.925827,-109.823078,0
Buckeye city,AZ,33.431573,-112.641626,0
Buckshot CDP,AZ,32.740349,-114.483064,0
Bullhead City city,AZ,35.127371,-114.55599,0
Burnside CDP,AZ,35.75336,-109.624792,0
Bylas CDP,AZ,33.127656,-110.114922,0
Cactus Flats CDP,AZ,32.760507,-109.721273,0
Cactus Forest CDP,AZ,32.957823,-111.316922,0
Cameron CDP,AZ,35.853193,-111.428585,0
Campo Bonito CDP,AZ,32.562885,-110.69843,0
Camp Verde town,AZ,34.569405,-111.857014,0
Cane Beds CDP,AZ,36.934154,-112.911787,0
Canyon Day CDP,AZ,33.778891,-110.038193,0
Carefree town,AZ,33.823214,-111.913271,0
Carrizo CDP,AZ,33.979354,-110.331096,0
Casa Blanca CDP,AZ,33.115452,-111.908087,0
Casa Grande city,AZ,32.906895,-111.763503,0
Casas Adobes CDP,AZ,32.341834,-111.011593,0
Catalina CDP,AZ,32.484779,-110.899712,0
Catalina Foothills CDP,AZ,32.301872,-110.884843,0
Cave Creek town,AZ,33.836219,-111.982084,0
Cedar Creek CDP,AZ,33.891395,-110.195691,0
Centennial Park CDP,AZ,36.953812,-112.981282,0
Central CDP,AZ,32.86916,-109.790772,0
Central Heights-Midland City CDP,AZ,33.400183,-110.81519,0
Chandler city,AZ,33.282765,-111.851819,0
Charco CDP,AZ,32.247321,-112.600116,0
Chiawuli Tak CDP,AZ,31.940954,-111.776473,0
Chilchinbito CDP,AZ,36.492002,-110.049213,0
Chinle CDP,AZ,36.151148,-109.578682,0
Chino Valley town,AZ,34.73989,-112.40606,0
Chloride CDP,AZ,35.409702,-114.197242,0
Christopher Creek CDP,AZ,34.321005,-111.007245,0
Chuichu CDP,AZ,32.740329,-111.78219,0
Cibecue CDP,AZ,34.030367,-110.49196,0
Cibola CDP,AZ,33.374084,-114.676283,0
Cienega Springs CDP,AZ,34.19974,-114.212713,0
Circle City CDP,AZ,33.814877,-112.580993,0
Citrus Park CDP,AZ,33.533598,-112.446326,0
Clacks Canyon CDP,AZ,35.220358,-114.072299,0
Clarkdale town,AZ,34.747979,-112.058699,0
Claypool CDP,AZ,33.406101,-110.841873,0
Clay Springs CDP,AZ,34.359259,-110.304334,0
Clifton town,AZ,33.02957,-109.284039,0
Colorado City town,AZ,36.970109,-112.985312,0
Comobabi CDP,AZ,32.055397,-111.798824,0
Concho CDP,AZ,34.473838,-109.608266,0
Congress CDP,AZ,34.153356,-112.865555,0
Coolidge city,AZ,32.933616,-111.523585,0
Copper Hill CDP,AZ,33.430941,-110.746483,0
Cordes Lakes CDP,AZ,34.3103,-112.107334,0
Cornfields CDP,AZ,35.651242,-109.675658,0
Cornville CDP,AZ,34.739244,-111.90683,0
Corona de Tucson CDP,AZ,31.948571,-110.781868,0
Cottonwood CDP,AZ,36.072152,-109.890109,0
Cottonwood city,AZ,34.750834,-111.984004,0
Cowlic CDP,AZ,31.804747,-111.987629,0
Crozier CDP,AZ,35.422807,-113.648641,0
Crystal Beach CDP,AZ,34.571382,-114.392634,0
Cutter CDP,AZ,33.35838,-110.659327,0
Dateland CDP,AZ,32.820903,-113.542177,0
Deer Creek CDP,AZ,34.068786,-111.35185,0
Del Muerto CDP,AZ,36.187393,-109.435935,0
Dennehotso CDP,AZ,36.828998,-109.875694,0
Desert Hills CDP,AZ,34.546463,-114.377956,0
Dewey-Humboldt town,AZ,34.517396,-112.24965,0
Dilkon CDP,AZ,35.352905,-110.307232,0
Dolan Springs CDP,AZ,35.590453,-114.285179,0
Doney Park CDP,AZ,35.265638,-111.518951,0
Donovan Estates CDP,AZ,32.709358,-114.678148,0
Douglas city,AZ,31.399274,-109.541292,0
Dragoon CDP,AZ,32.021545,-110.034657,0
Drexel Heights CDP,AZ,32.145248,-111.048094,0
Dripping Springs CDP,AZ,33.104917,-110.754943,0
Drysdale CDP,AZ,32.645241,-114.706769,0
Dudleyville CDP,AZ,32.860011,-110.716494,0
Duncan town,AZ,32.749981,-109.0884,0
Eagar town,AZ,34.10678,-109.301221,0
East Fork CDP,AZ,33.810682,-109.920953,0
East Globe CDP,AZ,33.351132,-110.706186,0
East Verde Estates CDP,AZ,34.298272,-111.364552,0
Ehrenberg CDP,AZ,33.614208,-114.483007,0
El Capitan CDP,AZ,33.238318,-110.78327,0
Elephant Head CDP,AZ,31.766786,-110.991286,0
Elfrida CDP,AZ,31.679238,-109.686879,0
Elgin CDP,AZ,31.666552,-110.532704,0
El Mirage city,AZ,33.590224,-112.327102,0
Eloy city,AZ,32.741255,-111.594015,0
